idItem,name,tags,price,rating,numRatings,address,phone
218,La Sal,"Arroceria / Paella, Tapas Bars",€€,4.0,13,"Calle Doncellas, 8 41004 Seville Spain",+34954535846
219,La Brioche,"Sandwiches, Cafeteria",€,4.5,13,"Calle Barrau, 23 41018 Seville Spain",+34954631953
220,Blanco Cerrillo,Tapas Bars,€,4.0,29,"Calle José de Velilla, 1 41001 Seville Spain",+34954227384
221,Gastronauta,Tapas Bars,€€,4.0,13,"Calle Esperanza de Triana, 41 41010 Seville Spain",+34633050003
222,Los Rodríguez,"Tapas Bars, Spanish, Mediterranean",€,5.0,8,Amador de los Ríos 41003 Seville Spain,+34955451771
223,Orsini Pizzeros,Italian,€€,4.0,25,"Calle de los Reyes Católicos, 25 41001 Seville Spain",+34954216165
224,Lobo López,Tapas Bars,€€,4.0,11,"Calle Rosario, 15 41001 Seville Spain",+34854705834
225,Pura Gula,"Italian, Pizza",€€,4.0,28,"C. C. Viapol Calle Pirotecnia, 1 41013 Seville Spain",+34954415908
226,Castizo,"Tapas/Small Plates, Wine Bars",empty,4.0,11,"Calle Zaragoza , 6 41001 Seville Spain",+34955180562
227,Petit Comite,"Mediterranean, Spanish",€€,4.0,27,"Calle Dos de Mayo, 30 41001 Seville Spain",+34954229595
228,Filo,"Sandwiches, Juice Bars & Smoothies, Breakfast & Brunch",empty,4.5,5,"Paseo de Catalina de Ribera, 5 41004 Seville Spain",+34954036714
229,La Mata 24,"Spanish, Mediterranean",€€,4.0,12,"Plaza de la Mata, 24 41002 Seville Spain",+34954370586
230,La Mia Tana,"Pizza, Italian",€,3.5,44,"Calle Pérez Galdós, 24 41004 Seville Spain",+34954226897
231,La Chaparrita,Mexican,€€,4.0,26,"Calle Óscar Carvallo, 5 41018 Seville Spain",+34954091364
232,La Ojiva,Tapas Bars,€,4.5,3,"Calle San Esteban, 30 41003 Seville Spain",+34663520196
233,Gourmet Experience,"Spanish, Cocktail Bars, Pizza",€€,4.0,21,"Plaza del Duque de la Victoria, 8 41001 Seville Spain",+34636661500
234,Manolo León,"Spanish, Andalusian",€€€,4.5,10,"Calle Guadalquivir, 8 41002 Seville Spain",+34954373735
235,Veganitessen,"Vegetarian, Vegan, Patisserie/Cake Shop",€,4.5,12,"Calle Pastor y Landero, s/n 41001 Seville Spain",
236,Casa Carmen,"Seafood, Spanish",€€€,4.0,9,"Calle Santander, 15 41001 Seville Spain",+34854708609
237,Dos de Mayo,"Tapas Bars, Spanish, Pizza",€,3.5,65,"Plaza de la Gavidia, 6 41002 Seville Spain",+34954908647
238,la Cava,"Wine Bars, Tapas Bars",€€,4.5,14,"Calle Hernando Colón,12 41004 Seville Spain",+34954531652
239,Sushi 81,Japanese,€,4.5,7,"Calle San Juan Bosco, 57 41008 Seville Spain",+34955267094
240,Hops & Dreams,"Wine Bars, Tapas/Small Plates, Beer Bar",empty,4.5,16,"Calle Jesús del Gran Poder, 83 41002 Seville Spain",+34955198654
241,Picalagartos,Tapas Bars,€€,4.5,16,"Calle de Hernando Colón, 7 41004 Seville Spain",+34954226940
242,VIPS,"Spanish, Cafeteria",€€,4.0,18,"Avenida República Argentina, 23-25 41011 Seville Spain",+34638561470
243,El Ambigú,"Spanish, Breakfast & Brunch, Tapas Bars",€,4.0,17,"Calle Feria, 47 41003 Seville Spain",+34954381015
244,Los Claveles,"Spanish, Tapas Bars",€,4.0,18,"Plaza de los Terceros, 13 41003 Seville Spain",
245,Qi Lin Ke,"Dim Sum, Wok",€,4.0,30,"Calle Marque de Pickman, 66 41005 Seville Spain",+34688095773
246,Raimundo,"Spanish, Tapas Bars, Breweries",€,3.5,10,"Calle de San Benito, 8 41018 Seville Spain",+34954531818
247,Amorino,"Ice Cream & Frozen Yogurt, Waffles, Coffee & Tea",€,4.5,10,"Av. de la Constitución, 30 41001 Seville Spain",+34954210048
248,El Patio de San Eloy,"Spanish, Tapas Bars, Cafeteria",€,3.5,39,"Calle de San Eloy, 9 41001 Seville Spain",+34954501070
249,Samurai,"Japanese, Sushi Bars",€,4.0,29,"Calle Salado, 6 41010 Seville Spain",+34954283106
250,Pati tó,"French, Cheese Shops, Wine Bars",€€,4.0,12,"Calle Arrayán, 23 41003 Seville Spain",+34954372942
251,Alcaiza,"Spanish, Tapas Bars",€€,3.5,20,"Calle Cuesta del Rosario, 13 41001 Seville Spain",+34954211281
252,Mesón Guadalquivir,"Diners, Tapas Bars",€,4.0,6,"Calle Camilo José Cela, 1 41018 Seville Spain",+34954924139
253,Salt and Sugar,"Delicatessen, Bakeries, Cafeteria",€,4.0,24,"Calle Ximénez de Enciso, 12 41004 Seville Spain",+34682485246
254,Don Raimundo,Spanish,€€€,4.0,10,"Calle Argote de Molina, 26 41004 Seville Spain",+34954223355
255,La Huerta 9,"Tapas Bars, Vegetarian, Asian Fusion",€,3.5,17,"Plaza los Terceros, 9 41003 Seville Spain",+34954218206
256,Emperador Trajano,"Breakfast & Brunch, Beer Bar, Tabernas",€,4.0,10,"Calle Trajano, 10 41002 Seville Spain",+34954905111
257,Mano de Santo,"Mexican, Seafood",€€,4.0,22,"Alameda de Hercules, 86-92 41002 Seville Spain",
258,Maestro Marcelino,"Delicatessen, Mediterranean, Tapas Bars",€€,4.5,10,"Calle Hernando de Colón, 9 41004 Seville Spain",+34954227281
259,Los Corales,Tapas Bars,€€,3.5,15,"Calle Álvarez Quintero, 10 41004 Seville Spain",+34637493824
260,Yamazaki,Japanese,€€€,4.0,16,"Plaza de la Encarnación, 20 41003 Seville Spain",+34954561712
261,La Almiranta,Tapas Bars,€€€,3.5,24,"Calle Almirantazgo, 2 41001 Seville Spain",+34954328041
262,El Giraldillo,"Spanish, Tapas/Small Plates",€€,3.5,10,"Plaza Virgen de los Reyes, 2 41004 Seville Spain",+34954214525
263,El Disparate,Tapas Bars,€€,5.0,9,"Alameda de Hércules, 31 41002 Seville Spain",+34680127413
264,Puerta Osario,Tapas Bars,€€,4.0,6,"Puerta del Osario, 20 41003 Seville Spain",+34645868383
265,Hotel Inglaterra,"Hotels, Coffee & Tea",€€,3.5,10,"Plaza Nueva, 7 41001 Seville Spain",+34954224970
266,Café del Valle,"Cafeteria, Coffee & Tea",€,5.0,20,"Calle Virgen del Valle, 8 41011 Seville Spain",+34954453578
267,Mamá Inés,"Desserts, Cafeteria, Coffee & Tea",€,4.5,7,"Plaza Zurbarán, 4 41003 Seville Spain",
268,Horacio,Restaurants,€€,4.0,8,"Calle Antonia Díaz, 9 41001 Seville Spain",+34954225385
269,La Isla,Spanish,€€€,3.5,21,"Calle Arfe, 23 41001 Seville Spain",+34954215376
270,Gazuza,Mediterranean,€€,4.5,5,"Calle Capitán Vigueras, 21 41004 Seville Spain",+34954424036
271,La Mafia,Italian,€€,4.5,7,"Calle Luis de Morales, 2 41018 Seville Spain",+34954572247
272,Il Basilico,Italian,€€,4.5,20,"Avenida de las Civilizaciones, 55 41927 Mairena del Aljarafe Spain",+34955986311
273,El Librero,"Spanish, Mediterranean, Tapas Bars",€,3.5,19,"Pasaje Andreu, 4 41004 Seville Spain",+34667164434
274,DeÓ - Centro,"Modern European, Signature Cuisine",€€€€,4.5,5,"Calle Jesús Del Gran Poder, 83 41002 Seville Spain",+34955198654
275,Sacramento,"Steakhouses, Tapas Bars, Spanish",€,4.0,26,"Calle Feria, 141 41002 Seville Spain",+34955279042
276,Simún Vintage,Spanish,€,4.0,7,"Calle San Felipe, 11 41003 Seville Spain",+34954047213
277,La Flor de Toranzo,Tapas Bars,€,4.0,16,"Calle Jimios, 1 41001 Seville Spain",+34954229315
278,Envidia,"Cafeteria, Cocktail Bars",€,4.0,18,"Calle Juan Antonio Cavestany, 33 41003 Seville Spain",+34699355386
279,Hostería del Laurel,"Hotels, Spanish, Tapas Bars",€€€,3.5,12,"Plaza de los Venerables, 5 41004 Seville Spain",+34954220295
280,Alcázares,"Tapas Bars, Breakfast & Brunch, Coffee & Tea",€,4.0,20,"Plaza de la Encarnación, 13 41003 Seville Spain",
281,Rogelio León,Spanish,€€€,3.5,11,"Calle Diego Angulo Íñiguez, 16 41018 Seville Spain",+34954539672
282,Casa Antonio - Los Caracoles,Tapas Bars,€€,4.0,10,"Calle Pérez Galdós, 13 41004 Seville Spain",+34954213172
283,La Cantina,Tapas Bars,€,4.0,11,"Mercado de la calle Feria Calle Feria, s/n 41003 Seville Spain",
284,King Do,Dim Sum,€,3.0,17,"Avenida de José Laguillo, 20 41003 Seville Spain",+34954421113
285,Il Forno,"Spanish, Italian, Modern European",€€,4.0,11,"Calle Trajano, 44 41002 Seville Spain",+34954380901
286,Perro Chiko,"Cocktail Bars, Modern European, Tapas Bars",€€,4.0,10,"Plaza de la Encarnación, 8 41003 Seville Spain",+34955440030
287,TGB - The Good Burger,Burgers,€,3.0,33,"Avenida Paseo de Cristina, 3 41013 Seville Spain",+34954224582
288,Los Valencianos 1946,"Ice Cream & Frozen Yogurt, Vegan, Gluten-Free",€,4.5,14,"Calle Adriano, 32 41001 Seville Spain",+34633149400
289,Miss Sushi,Sushi Bars,€€,4.0,8,"Calle San Pablo, 20 41001 Seville Spain",+34955549328
290,La Montanera,Spanish,€€€€,4.0,11,"Calle Juan Sebastián Elcano, 16 41011 Seville Spain",+34954276990
291,El Tremendo,Spanish,€,4.0,13,"Calle Almirante Apodaca, 15 41003 Seville Spain",
292,Azabache,"Tapas Bars, Spanish",€€,4.0,8,"Calle Santo Tomás, 11 41004 Seville Spain",+34954224702
293,Arco,"Spanish, Tapas Bars",€€,4.0,5,"Calle Dos de Mayo, 8 41001 Seville Spain",+34954212073
294,Gago 6,Tapas Bars,€€,4.0,20,"Calle Mateos Gago, 6 41004 Seville Spain",+34955381651
295,La Barandilla,Tapas Bars,€€,4.5,8,"Calle Joaquin Guichot, 12 41001 Seville Spain",+34634630863
296,Foster's Hollywood,"American (Traditional), Burgers",€€,4.0,5,"Calle Luis de Morales, 2 41018 Seville Spain",+34954581367
297,Cervecería Mezquita,Tapas Bars,€,3.5,19,"Calle Santa María La Blanca, 19 41004 Seville Spain",+34954423306
298,Donaire,"Tapas Bars, Beer Bar",€€,3.0,14,"Calle Jesús de las Tres Caídas, 2 41004 Seville Spain",+34954213762
299,Lucas’s City,"Bars, Spanish, Tapas Bars",empty,4.5,5,"Calle Blanca de los Ríos, 2 41004 Seville Spain",+34955834520
300,Bodega La Aurora,"Tapas Bars, Tabernas",€,4.0,6,"Calle Pérez Galdós, 9 41004 Seville Spain",+34658624618
301,El Gato Azul,"Pizza, Italian",€,4.0,14,"Plaza de Los Maldonados, 5 41003 Seville Spain",+34954370834
302,Il Vesuvio,Italian,€€€,4.0,18,"Calle Tetuán, 15 41001 Seville Spain",+34954217783
303,Alianza,"Tapas Bars, Sandwiches",empty,4.5,6,"Plaza de la Alianza, S/N 41004 Seville Spain",+34954217635
304,La Antigua Bodeguita,"Spanish, Mediterranean",€,4.0,18,"Plaza del Salvador, 6 41004 Seville Spain",+34954561833
305,Albedrío,"Tapas Bars, Spanish, Signature Cuisine",€€,4.5,3,"Calle de Juan de Mata Carriazo, 4 41004 Seville Spain",+34954419199
306,Casa Carlos,"Tapas Bars, Cafeteria, Spanish",€,4.5,4,"Avenida Menéndez Pelayo, 7 41003 Seville Spain",+34954542984
307,Patronas,Tapas Bars,€,4.5,9,"Calle Santas Patronas, 11 41001 Seville Spain",+34954564990
308,Arroz Blanco,Peruvian,€,5.0,8,"Calle Coral, 5 41009 Seville Spain",+34955210972
309,Pizzeria da Gabri,Pizza,€,5.0,7,"Calle Zaragoza, 38 41001 Seville Spain",+34691758959
310,Casa Kiko,"Tapas/Small Plates, Spanish",€,4.5,14,"Calle de Herbolario, 17 41004 Seville Spain",+34954215177
311,Taberna de Torneo,"Spanish, Tapas Bars",€,4.0,21,"Avenida del Concejal Alberto Jiménez-Becerril, 20 41009 Seville Spain",+34954901784
312,La Gorda de Las Setas,"Tapas Bars, Spanish",€,3.5,19,"Plaza de la Encarnacion, s/n 41003 Seville Spain",+34661241316
313,Piola,"Spanish, Breakfast & Brunch, Tapas Bars",€,3.5,23,"Alameda de Hércules, 57 41002 Seville Spain",+34954377191
314,Santa Gloria,"Bakeries, Patisserie/Cake Shop, Breakfast & Brunch",€€,4.0,10,"Calle Canalejas, 7 41001 Seville Spain",+34954913778
315,Mesones del Serranito,"Dive Bars, Spanish, Tapas Bars",€€,3.5,11,"Calle Alfonso XII, 9 41001 Seville Spain",+34954218299
316,El Cateto,Tapas Bars,€,4.0,14,"Calle Sinaí, 25 41007 Seville Spain",+34954584366
317,Realcázar,"Tapas Bars, Spanish",empty,4.5,6,"Calle San Fernando, 27 41004 Seville Spain",+34954229578
318,El Bacalao,"Spanish, Tapas Bars, Mediterranean",€€,4.0,4,"Plaza de Ponce de León, 15 41003 Seville Spain",+34954216670
319,Orfeo,Cafeteria,€,4.0,11,"Calle Jesús del Gran Poder, 19 41001 Seville Spain",+34955286287
320,Mundial,"Coffee & Tea, Tapas Bars",€,4.0,13,"Plaza de la Encarnación, 35 41003 Seville Spain",
321,Casa Plácido,"Spanish, Bars",€€,4.0,6,"Calle Mesón del Moro, 11 41004 Seville Spain",+34954563971
322,Manolo Cateca,Tapas Bars,€,4.5,8,"Calle Santa María de Gracia, 11 41004 Seville Spain",+34657590509
323,Capricho,"Spanish, Tapas Bars",€€,4.5,14,"Calle Demófilo, 1 41020 Seville Spain",+34955444693
324,La Bernarda,Tapas Bars,€€,3.5,7,"Calle Juan de Mata Carriazo, s/n 41018 Seville Spain",+34955512334
325,Blanco Cerrillo,"Tapas Bars, Spanish",€,4.0,18,"Calle Dr.Jiménez Díaz, 16 41008 Seville Spain",+34954351008
326,Dulce Trazo,"Cafeteria, Breakfast & Brunch, Desserts",€,3.5,22,"Calle Méndez Núñez, 7 41001 Seville Spain",+34954219609
327,Sibuya,Sushi Bars,empty,5.0,4,"Calle Albareda, 10 41001 Seville Spain",+34954035030
328,Tribuna,"Tapas Bars, Beer Bar",€,4.5,16,"Calle Concha Espina, 9 41010 Seville Spain",+34954276340
329,La Escondida,"Tapas Bars, Modern European",€€,4.0,13,"Calle Cardenal Bueno Monreal, 30 41013 Seville Spain",+34954614879
330,Gorki,"Tapas Bars, Spanish",€€,4.5,5,"Calle Almirante Lobo, 2 41001 Seville Spain",+34954211578
331,Taberna El Papelón,Tabernas,empty,5.0,4,"Calle Granada, 2 41001 Seville Spain",
332,Casa Paco,Spanish,€,3.5,39,"Alameda de Hércules, 23 41002 Seville Spain",+34954900148
333,Tropiqual,"Cocktail Bars, Sushi Bars, Steakhouses",empty,4.5,3,"Plaza de la Encarnación, 34 Now n.23 41003 Seville Spain",+34854703250
334,Slice of New York Pizza,"Pizza, Food Delivery Services, Vegetarian",€,4.0,23,"Calle Alemanes, 13 41004 Seville Spain",+34954223364
335,Bodegón Alfonso XII,"Breakfast & Brunch, Tapas Bars, Spanish",€,4.0,8,"Calle de Alfonso XII, 33 41001 Seville Spain",+34954910420
336,Pasaje,Tapas Bars,€€,4.0,6,"Calle Luís de Montoto, 85 41018 Seville Spain",+34954574982
337,Pitacasso,"Mediterranean, Tapas Bars, Vegetarian",€,4.5,18,"Plaza de Calderón de la Barca, 10 41003 Seville Spain",+34610592797
338,Mr. Pizza,Italian,€,4.0,9,"Avenida de Menéndez Pelayo Esquina Calle Juan del Castillo, 1 41003 Seville Spain",+34954534195
339,Zoko,"Spanish, Bars",€€,4.5,7,"Calle Marqués de Paradas, 55 41001 Seville Spain",+34954963149
340,Tapas Viapol,"Spanish, Tapas Bars",€€,4.0,7,"Calle José Recuerda Rubio, 5 41018 Seville Spain",+34954646224
341,La Urbana,Pizza,empty,5.0,4,"Calle Puerta de Carmona, 4 41003 Seville Spain",+34954031217
342,Casa Duque,"Spanish, Tapas/Small Plates, Tapas Bars",€,3.5,14,"Calle Chaves Nogales, 7 41018 Seville Spain",+34954531934
343,Taberna Del Arenal,Spanish,€,3.5,14,"Calle Almirante Lobo, 2 41001 Seville Spain",+34954221142
344,Clorofila,"Tapas Bars, Spanish",€€,4.0,9,"Calle Santander, 15 41001 Seville Spain",+34667735989
345,Pando Cuna,"Spanish, Venues & Event Spaces, Tapas Bars",€€,4.0,4,"Calle Cuna, 5 41004 Seville Spain",+34954501070
346,La Linterna Ciega,Tapas Bars,€€,3.5,11,"Calle Regina, 10 41003 Seville Spain",+34854521021
347,Zoom Pizza,Pizza,€,4.5,7,"Calle Julio César, 12 41001 Seville Spain",+34954043485
348,Karpanta,"Tabernas, Pizza, Tapas Bars",€,2.5,22,"Calle Gonzalo Bilbao, 10-12 41003 Seville Spain",+34954564322
349,El Mesón de Emilio,"Steakhouses, Argentine, Tapas Bars",€€,4.0,7,"Calle Pureza, 118 41010 Seville Spain",+34955715871
350,Mármoles,"Tapas Bars, Coffee & Tea, Bars",€,4.0,6,"Plaza Ramón Ybarra Llosent, 1 41004 Seville Spain",+34625679545
351,Mariscos Emilio,"Seafood, Tapas Bars",€€,4.0,10,"Avenida de Coria, 7 41010 Seville Spain",+34954334091
352,Azahar,Spanish,€€€,4.5,3,"Plaza Jesús de la Redención, 2 41003 Seville Spain",+34954561496
353,Cata 50,"Tapas Bars, Mediterranean, Spanish",€,4.0,18,"Avenida República Argentina, 22 a 41011 Seville Spain",+34955293068
354,McDonald's,"Fast Food, Burgers, American (Traditional)",€,4.0,12,"Avenida Kansas City, s/n 41007 Seville Spain",+34954533730
355,Da Pino,"Modern European, Italian",€€,4.0,10,"Calle María Auxiliadora, 9 41003 Seville Spain",+34674541710
356,La Dalia,"Signature Cuisine, Gastropubs, Tapas Bars",€€,4.0,5,"Calle Trajano, 44 41002 Seville Spain",+34955321863
357,La Chica,"Seafood, Spanish",€,3.5,13,"Calle Arroyo, 55 41003 Seville Spain",+34954533921
358,Bar Miguel Angel,"Spanish, Tapas Bars",€€,4.0,10,"Avenida de Kansas City, 8 41007 Seville Spain",+34954578793
359,La Niña Bonita,Tapas Bars,€€,4.5,16,"Calle Calatrava, 5 41002 Seville Spain",+34955425337
360,La Fábrica de Besana,"Modern European, Tapas Bars, Gastropubs",€€,3.5,16,"Calle Correduría, 1 41002 Seville Spain",+34954376200
361,Las Tablas,"Spanish, Tabernas",empty,4.5,7,"Calle Almirante Bonifaz, 4 41004 Seville Spain",
362,Río Grande,"Spanish, Tapas Bars, Vegetarian",€€€€,3.5,43,"Calle Betis, 70 41010 Seville Spain",+34954273956
363,Foster's Hollywood,"American (Traditional), Burgers",€€,4.5,5,"Avenida de Diego Martínez Barrio, 4 Local 25 41013 Seville Spain",+34954988762
364,Mara Occidental,"Spanish, Tapas Bars",empty,4.0,6,"Calle Cefiro, 7 41018 Seville Spain",+34954573447
365,Bar La Candelaria,Tapas Bars,€,4.5,6,"Calle Muñoz y Pabón, s/n 41004 Seville Spain",
366,Salvador Rojo - Bar 33,Gastropubs,€€,4.5,9,"Avenida Manuel Siurot, 33 41013 Seville Spain",+34954229725
367,Casa Eme,"Spanish, Tapas Bars",€,4.0,11,"Puerta del Osario, 5 41003 Seville Spain",
368,Café Cicus,Cafeteria,€,4.5,4,"Madre de Dios, 1 41004 Seville Spain",
369,Casa Casimiro,"Spanish, Tapas Bars",€€,4.0,15,"Avenida de Coria, 19 41010 Seville Spain",+34954341269
370,La Chicotá,Tapas Bars,€,4.0,7,"Calle Luis Montoto, 23 41018 Seville Spain",+34954426026
371,Porta Rossa,Italian,€€,5.0,8,"Calle Arenal, 5 41001 Seville Spain",+34954216139
372,Tenderete,"Bars, Tapas Bars",€,4.5,8,"Calle Rodrigo Caro, 3 41004 Seville Spain",+34954220295
373,Taiyo,Japanese,€€,4.0,11,"Calle Benito Mas y Prat, 3 41005 Seville Spain",+34954579409
374,El 24,"Spanish, Tapas Bars",€,4.0,15,"Calle de Castilla, 18 41010 Seville Spain",+34608693274
375,La Bañera,Tapas Bars,€,4.0,13,"Calle Alcázares, 13 41003 Seville Spain",+34625270035
376,La Tasca del Pintor,"Spanish, Wine Bars, Tapas Bars",€,4.0,26,"Avenida de Finlandia, 16 41012 Seville Spain",+34955641334
377,Er Tito,"Breakfast & Brunch, Tapas Bars, Tapas/Small Plates",€,4.5,6,"Calle José Gestoso, 11 41003 Seville Spain",+34618096033
378,Pizza Pazza,"Pizza, Italian",€,4.5,10,"Calle Guadarrama, s/n 41005 Seville Spain",+34954096120
379,Umbrete,Tapas Bars,€,4.0,10,"Calle San Luis, 89 41003 Seville Spain",+34954904969
380,Doner Salama,"Turkish, Kebab",€,4.5,6,"Carretera de Carmona, s/n 41008 Seville Spain",+34955451622
381,Las Palmas,"Tapas Bars, Beer Bar",€,4.0,12,"Avenida de San Francisco Javier, 7 41005 Seville Spain",+34956903686
382,Jabalón,"Tapas Bars, Spanish, Mediterranean",€€,3.0,8,"Calle Luis Montoto, 54 41018 Seville Spain",+34954424153
383,Cañabota,"Seafood, Tapas Bars",empty,4.0,10,"Calle Orfila, 3 41003 Seville Spain",+34954870298
384,Las Piletas,Spanish,€€,4.0,9,"Calle Marqués de Paradas, 28 41001 Seville Spain",+34954220404
385,Casa Cuesta,Tapas Bars,€€,4.0,4,"Calle Zaragoza, 50 41001 Seville Spain",+34954229718
386,Petra,"Steakhouses, Mediterranean",empty,5.0,2,"Calle Alfalfa, 5 41004 Seville Spain",+34955628228
387,Taberna La Encarnación,"Tapas Bars, Tabernas",€,4.0,8,"Calle Imagen, 2 41003 Seville Spain",+34954215178
388,La Casa de Extremadura,Diners,€€,4.0,9,"Calle Fernández y González, 14 41001 Seville Spain",+34954225606
389,La Tasca,"Tapas Bars, Spanish, Pubs",€,3.5,7,"Plaza de José Luis Vila, 1 41003 Seville Spain",+34615073586
390,Bar Manolo,"Andalusian, Tapas Bars",€,3.5,15,"Plaza de la Alfalfa,s/n 41004 Seville Spain",+34954214176
391,Chifa by Nazca,Peruvian,€€,4.0,9,"Calle Barco, 2 41002 Seville Spain",+34691320898
392,Taberna Mahareta,"Spanish, Tapas Bars",€,4.0,14,"Calle Alameda de Hercules, 27 41002 Seville Spain",+34955193966
393,100 Montaditos,Sandwiches,€,4.0,8,"Calle San Fernando, 29 41004 Seville Spain",
394,La Tagliatella,Italian,€€,3.5,11,"Calle Luis de Morales, 2 41018 Seville Spain",+34954575545
395,El Mercado de Enma,"Spanish, Gastropubs, Tapas Bars",€€,4.0,37,"Avenida de la Filosofía, 70 41927 Mairena del Aljarafe Spain",+34955414190
396,White Bar,"Pubs, Spanish",€€,3.0,8,"Calle San Fernando, 13 41004 Seville Spain",+34954222097
397,Boheme,Cafeteria,€€,3.5,10,"Calle Arfe, 24 41001 Seville Spain",
398,San Marco,Italian,€€€,5.0,4,"Calle Betis, 68 41010 Seville Spain",+34954280310
399,La Fábula,"Tapas Bars, Beer Bar",€,4.0,18,"Ronda de Triana, 31 41010 Seville Spain",+34659545780
400,Trashumante,Tapas Bars,€€,4.5,4,"Calle Juan de Mata Carriazo, 4 41018 Seville Spain",+34954095260
401,El Rey de los Bocadillos,Sandwiches,€,4.0,10,"Calle Jose Ignacio Benjumea, 2 41004 Seville Spain",
402,La Cigala de Oro,"Spanish, Tapas Bars",€,3.5,18,"Calle José Laguillo, 23 41003 Seville Spain",+34954539172
403,La Moderna,"Bars, Spanish",€,2.5,31,"Calle Mateos Gago, 7 41004 Seville Spain",+34954293115
404,Jaipur,"Indian, Pakistani",€€,3.0,25,"Plaza de la Encarnación, 18 41003 Seville Spain",+34954227409
405,El Chiringuito,"Tapas Bars, Tabernas",€,4.0,10,"Calle Huelva, 36 41004 Seville Spain",
406,Palomo,"Cafeteria, Breakfast & Brunch",€,5.0,3,"Calle Recaredo, 4 41003 Seville Spain",+34600864519
407,El Pimiento,"Spanish, Pubs, Tapas Bars",€,4.0,5,"Calle Niño Perdido, 1 41002 Seville Spain",+34954591255
408,La Basílica,"Modern European, Spanish",€€,4.0,4,"Avenida de la Buhaira, s/n 41018 Seville Spain",+34954631112
409,Palo Cortao,"Tapas Bars, Wine Bars",empty,5.0,3,"Calle Mercedes de Velilla, 4 41004 Seville Spain",+34649446120
410,Café Hércules,"Coffee & Tea, Breakfast & Brunch",€€,4.0,14,"Calle Peris Mencheta, 15 41001 Seville Spain",+34954902198
411,Hermandad del Sushi,"Japanese, Sushi Bars",€€,5.0,3,"Calle Feria, 11 41003 Seville Spain",
412,El Rincón de la Buhaira,"Tapas/Small Plates, Tapas Bars",€€,4.5,4,"Calle José de la Cámara, 3 41018 Seville Spain",+34954534740
413,Pikislabis,"Tapas/Small Plates, Breakfast & Brunch",€,4.5,3,"Calle Alfonso XII, 25 41001 Seville Spain",+34664302901
414,Barbiana,Spanish,€€,4.0,3,"Calle Albareda, 11 41001 Seville Spain",+34954224402
415,El Caserío,"Mediterranean, Spanish",€€,4.0,5,"Calle Acetres, 7 41004 Seville Spain",+34954226436
416,Los Juanes,Tapas Bars,€,4.5,4,"Calle de Menjíbar, 8 41003 Seville Spain",+34954904691
417,Milagritos,"Tapas Bars, Spanish",€€€,4.0,17,"Calle de los Alemanes, 27 41004 Seville Spain",+34954227224
418,La Trastienda,"Seafood, Tapas Bars",empty,4.0,9,"Calle Alfalfa, 8 41004 Seville Spain",+34954210463
419,El León de San Marcos,"Tapas Bars, Tabernas",€,4.0,4,"Calle Vergara, 3 41003 Seville Spain",+34955226058
420,La Raza,Spanish,€€,3.0,29,"Avenida de Isabel La Católica, 2 41013 Seville Spain",+34954232024
421,El Americano,American (Traditional),€,4.0,42,"Plaza del Ayuntamiento, s/n 41940 Tomares Spain",+34954155100
422,La Chalá,"Spanish, Mediterranean, Asian Fusion",€€,4.0,14,"Plaza Puerta Real, 6 41002 Seville Spain",+34954903091
423,Buen Trago,Tapas Bars,€€,3.5,11,"Calle Cuesta del Rosario, 25 41004 Seville Spain",+34954410797
424,Casa Manolo,"Spanish, Tapas Bars",€,4.0,16,"Calle San Jorge, 16 41010 Seville Spain",+34954334792
425,Casa Roman,"Spanish, Wine Bars",€,3.0,13,"Plaza de los Venerables, 1 41004 Seville Spain",+34954228483
426,La Sureña,"Tapas Bars, Spanish",€,3.0,8,"Plaza de la Encarnación, s/n 41003 Seville Spain",+34954229747
427,La Jara,"Specialty Food, Tapas Bars",€,4.0,2,"Calle San Esteban, 34 41003 Seville Spain",
428,Pachamama,"Vegetarian, Vegan",empty,5.0,4,"Calle Sta. Angela de la Cruz, 37 41003 Seville Spain",+34697230753
429,Restaurante Ming,"Chinese, Seafood, Asian Fusion",empty,5.0,2,"Calle de Jose Luis Luque, 2 Plaza de la Encarnación 41003 Seville Spain",+34954217232
430,La Bambina,Italian,€,4.5,4,"Calle Jiménez Aranda, 23 41011 Seville Spain",+34954426072
431,Ena,Tapas Bars,€€€,3.5,8,"Calle San Fernando, 2 41004 Seville Spain",+34954917160
432,Los Terceros,Tapas Bars,€,3.0,12,"Plaza los Terceros, 11 41003 Seville Spain",+34954228317
433,Bodeguita La Parihuela,Tapas Bars,€,4.0,8,"Pje. de Vila, 12 41004 Seville Spain",+34608597897
434,El Fogón de San Andrés,"Spanish, Breakfast & Brunch",€,4.0,9,"Calle Angostillo, 8 41003 Seville Spain",
435,En la Espero te  Esquina,Tapas Bars,€,3.0,17,"Calle Corral del Rey, 10 41004 Seville Spain",+34955029977
436,Abacería Puracepa,Spanish,€€,3.5,11,"Plaza de San Francisco, 8 41004 Seville Spain",+34954218119
437,La Sierra II,Tapas Bars,€,4.5,5,"Calle Virgen de Begoña, 9 41011 Seville Spain",+34954456049
438,Avanti con... la Guaracha,Tapas Bars,€€,4.0,13,"Calle Peris Mencheta, 42 41002 Seville Spain",+34675072245
439,San Marco,Italian,€€€,3.5,9,"Calle Santo Domingo de la Calzada, 5 41018 Seville Spain",+34954583343
